set,kind,market_id,title,prefilter,prefilter_family,market_slug,event_slug,event_title
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x051e5a36e3943299e0b032a71cad05bcc69bdebf340cf2322c81e00c763c8d51,Augsburg: Sandro Kopp vs Eduardo Ribeiro,RESIDUAL,,atp-kopp-ribeiro-2026-08-24,atp-kopp-ribeiro-2026-08-24,Augsburg: Sandro Kopp vs Eduardo Ribeiro
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x6c4f60ea179e526e76ec16fddf9983bf44abf2dce7377161ae76a8ce7fe140c9,"Will Elon Musk post 500-519 tweets from January 23 to January 30, 2026?",RESIDUAL,,elon-musk-of-tweets-january-23-january-30-500-519,elon-musk-of-tweets-january-23-january-30,"Elon Musk # tweets January 23 - January 30, 2026?"
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x164eb62dd56d478bfbd64f4a49d0e073daf1e5c665db1f8c79bd517026bac1b6,Will Canada’s January 2026 unemployment rate be 6.8%?,RESIDUAL,,will-canadas-january-2026-unemployment-rate-be-6pt8,january-unemployment-rate-canada,January Unemployment Rate - Canada
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xd170ab0ce9d2bce050d84387508315e226a231943593eb06767c85ec596f58e2,Lions vs. Buccaneers,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x57ccd0af178f695ae7ddba9b691a0f48ac25e4c32bf68e1026d50490cd8c696d,"Will Nansen launch a token by June 30, 2026?",RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xe3f2f663b6f050a7c9c613b9d22ace4c4751a15e98286fe82974cc058270c778,Will less than 100k jobs be added in February?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x58f61bc79b2c817391065d6f06b2afa8ec05063ccecf333f8abd46a95b887690,Braunschweig: Jan Choinski vs Hugo Gaston,RESIDUAL,,atp-choinsk-gaston-2026-07-12,atp-choinsk-gaston-2026-07-12,Braunschweig: Jan Choinski vs Hugo Gaston
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x1721f8d9b2b167a192d193f663761b5bd25f32311c24e02b9a589c9278d3d9b9,"Will the price of Bitcoin be between $108,000 and $110,000 on November 11?",RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x1bcb89e4fc55318b22191045832d7d957e655d660205e145f0ee441f69f43e90,Oeiras 2: Iryna Shymanovich vs Sinja Kraus,RESIDUAL,,wta-shymano-kraus-2026-02-19,wta-shymano-kraus-2026-02-19,Oeiras 2: Iryna Shymanovich vs Sinja Kraus
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x423f7bf6c3fdedd0affa7252fc0d2c448a8fad719c1eb022a02f15c5996596eb,Will Joshua Vasquez be the Republican nominee for FL-06?,RESIDUAL,,will-joshua-vasquez-be-the-republican-nominee-for-fl-06,fl-06-republican-primary-winner,FL-06 Republican Primary Winner
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x9caa6972422907524a938e02cd38ab1470da317c34f0d591e004245308719062,Appalachian State vs. James Madison,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x541587f41b31fa5128068bb6cc56f43d4837f0a6c34ac88cef82d634547be89a,Kosice: Andrej Martin vs Martin Krumich,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x28f61e041e652c82784cdd12f5f9d8acd8c451e130e6c5ad393d9261d4c56aa0,Mercer vs. Auburn,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x83d990d7a7c40445157a3a5d535d3f9c3936d071b5fad20f208f25458386a241,Ethereum ETF Flows on June 10?,RESIDUAL,,ethereum-etf-flows-on-june-10,ethereum-etf-flows-on-june-10,Ethereum ETF Flows on June 10?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf34669d241122338d8d9f24c43bf4ff47ae1ded93073e5f471b97e683327db13,Will Mekdes Woldu (FRA) win gold in the Women’s Marathon?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x8af3ba2aaa4d49c488d26acd3e7d01b3139f031577c6f448ce76b91c2f932b8b,"Will ""Voicemails for Isabelle"" be the #2 global Netflix movie this week?",RESIDUAL,,will-voicemails-for-isabelle-be-the-2-global-netflix-movie-this-week-20260623205231892,what-will-be-the-2-global-netflix-movie-this-week-20260623205231503,What will be the #2 global Netflix movie this week?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf80d8f1ae494f916164f3599921c1442633eba38829b3c02d82ad3ea091d1c2b,Athletics vs. Orioles,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xdadf6f32bcc73830d5291c1a115000f614847370dc93cad5776598f1d3e4e277,Will the US strike Yemen next?,RESIDUAL,,will-the-us-strike-yemen-next-219,next-country-us-strikes-163,Next Country US Strikes
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x957b4d2b6a84c8bd4ef6e89f983d2d1a805be8d592e79177940058b66a204476,Will John Smith win the 2025 National Heads-Up Poker Championship?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x585c38f956db88572b7792b1d6c4947c11ee30b5777e5411846d56af5f9450ef,East Texas A&M Lions vs. New Orleans Privateers,RESIDUAL,,cbb-txamc-no-2026-01-05,cbb-txamc-no-2026-01-05,East Texas A&M Lions vs. New Orleans Privateers
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x4fa826d26911c39177ca27a5b9fb68e9ee53d5db0c9177322d40732ca65ba335,Will Carnell Tate be drafted 7th overall in the 2026 pro football draft?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xa0f2c7a9e653cbf129f407ab241f9d81f5a8b4ff6e5611381b38a548a50324b1,"Will the price of Bitcoin be between $68,000 and $70,000 on July 8?",RESIDUAL,,will-the-price-of-bitcoin-be-between-68000-70000-on-july-8-2026,bitcoin-price-on-july-8-2026,Bitcoin price on July 8?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x7e785f365730c28fe9b0b1c04e21bc51ef87e9fb1e36b423f5f62446c50b29a0,Will the price of XRP be between $3.06 and $3.09 on September 19 at 8AM ET?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x8f2c4e5c05c2da683735ac1409b0c0ab1e869f69a65dc138f1610efa403ac18a,BNP Paribas Open: Zizou Bergs vs Tommy Paul,RESIDUAL,,atp-bergs-paul-2026-03-06,atp-bergs-paul-2026-03-06,BNP Paribas Open: Zizou Bergs vs Tommy Paul
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf3dddeb9ba2d3a17b0c2bc34fd84e85e5a070b2e73ca5f7019fc4ea27878eeff,UNLV Runnin' Rebels vs. Boise State Broncos,RESIDUAL,,cbb-unlv-boise-2026-02-14,cbb-unlv-boise-2026-02-14,UNLV Runnin' Rebels vs. Boise State Broncos
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xe003f1ae3f8ce931074c5125d1ed2569e297f1edeb6a5887587c1b5df25aad9e,Will Tesla reach $450 in February?,RESIDUAL,,will-tsla-reach-450-in-february,what-price-will-tsla-hit-in-february-2026,What will Tesla (TSLA) hit in February 2026?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x814bf672aa616cd0c702d242e0e894799649a7041fd9ed62756a7d8157912c31,"Will Elon Musk post 440-459 tweets from February 6 to February 13, 2026?",RESIDUAL,,elon-musk-of-tweets-february-6-february-13-440-459,elon-musk-of-tweets-february-6-february-13,"Elon Musk # tweets February 6 - February 13, 2026?"
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xd3bfca70cd75d5d44bb77c09ae20a8b15fcc1b4f80d786b908efb8af7cc36535,FK Auda vs. FCSB: Team to Advance,RESIDUAL,,col-aud-ste-2026-07-30-team-to-advance,col-aud-ste-2026-07-30-more-markets,FK Auda vs. FCSB - More Markets
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x2753db7bc6a340f30235bc02de680022be2967bd9bbf59b0311d91f0d5a5b4b8,T20 Blast: Northamptonshire vs Gloucestershire - Who wins the toss?,RESIDUAL,,crict20blast-nor-glo-2026-07-15-toss-winner,crict20blast-nor-glo-2026-07-15,T20 Blast: Northamptonshire vs Gloucestershire
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x09ebda330ecaa751b2fb39ffdb97dacbb9d3e4155bf3a95b8536d6d14d815945,Toledo Rockets vs. Massachusetts Minutemen,RESIDUAL,,cbb-toledo-umass-2026-01-20,cbb-toledo-umass-2026-01-20,Toledo Rockets vs. Massachusetts Minutemen
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xabae41317d20110b17df55322afdfc337f91129e62050eb4d863d77f9833bf06,Marist Red Foxes vs. LSU Tigers (W),RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x5d682c0b079bb8d5d363b7066e3db34920690b9ad88b8d9d95e4aac7ae300bdc,Will the next reconciliation bill be passed between August 25 and August 31?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x4affdf8b67fc7cbf24179228e8fa70f238dfdeda36940b5e2e7879fd0216845a,Will the Bills win the AFC East?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xcf8b829a3613bc12c1c757dd6f97fc72412176a21cec0b3112bb0c8f69dbc41a,Alperen Sengün: Points Over 21.5,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x9d380d8e180fe617d45a4538918a909614d9b2ed09620904b5e9276d3d659835,Istanbul 2: Anastasia Zakharova vs Alexandra Shubladze,RESIDUAL,,wta-zakharo-shublad-2026-07-15,wta-zakharo-shublad-2026-07-15,Istanbul 2: Anastasia Zakharova vs Alexandra Shubladze
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x60945dc25e604522785da6f3c2849ea37ad5829e223d21f8184e498a3adf32ca,Will the price of XRP be between $2.73 and $2.76 on September 25 at 12PM ET?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xe9167da2edfb03f4f8ddca1ec55146e05e927abc308c3c462f88e33517a04594,Angels vs. Phillies,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xce565ae2794741bbabac14845cef2db021861f03214166aa630d62cc5ee647aa,Map 2: Odd/Even Total Kills?,RESIDUAL,,cs2-gz1-ve-2026-03-21-game2-odd-even-total-kills,cs2-gz1-ve-2026-03-21,Counter-Strike: Ground Zero vs Vantage (BO3) - ESL Challenger League Oceania Cup #2 Playoffs
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x680315535477d59f4a300e3c87182bfae366bfd07bab20f1922f876014484659,Will Elon Musk post 1040-1079 tweets in March 2026?,RESIDUAL,,elon-musk-of-tweets-march-2026-1040-1079,elon-musk-of-tweets-march-2026,Elon Musk musk # tweets in March 2026?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xd63fd226e1cb18b3e67bcab6fa16644c025360d4680b0515037ba84e178ffcfe,Over $50M committed to the P2P Protocol public sale?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x80c53e69cd9555dc6b72f394025d99e397da290961a5b0ac8afd5fa5bfb8d412,Will the price of Bitcoin be between $106K and $107K on May 30 at 5 PM ET?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x4e7ee488e38fe1944d61077b5f845798186cf0121be1166fdcb36e47d1c0c64b,Kansas City Royals vs. Chicago White Sox,RESIDUAL,,mlb-kc-cws-2026-06-27,mlb-kc-cws-2026-06-27,Kansas City Royals vs. Chicago White Sox
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf545847e7570245c4ea833701574905755b8fd61dbf77964da14aecc9b7385ef,Pakistan Super League: Islamabad United vs Multan Sultans,RESIDUAL,,cricpsl-isl-mul-2026-04-26,cricpsl-isl-mul-2026-04-26,Pakistan Super League: Islamabad United vs Multan Sultans
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf83e92ae4eda5ec9469cc5cc98d57b9f67e3dba25ede4caa99da6bc96a683d86,Will Talia Gibson win the 2026 BNP Paribas Open Women's Singles Tournament?,RESIDUAL,,will-talia-gibson-win-the-2026-bnp-paribas-open-womens-singles-tournament,2026-womens-bnp-paribas-open-winner,2026 Women’s BNP Paribas Open Winner
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x71d522c06596f6de12b16fc92e0b16689ef5d269b4da2ddd600069e88b9b318e,Will MrBeast's Celebrity Challenge video get less than 70 million views on week 1?,RESIDUAL,,will-mrbeasts-celebrity-challenge-video-get-less-than-70-million-views-on-week-1,of-views-of-mrbeasts-celebrity-challenge-video-on-week-1-smaller-strikes,# of views of MrBeast's Celebrity Challenge video on week 1? (Smaller Strikes)
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xe8d74167243186a6e9b9a82633b73627d1976ce12664d609469d7a4bdae307f9,La Salle Explorers vs. Fordham Rams,RESIDUAL,,cbb-lasal-fordm-2026-01-28,cbb-lasal-fordm-2026-01-28,La Salle Explorers vs. Fordham Rams
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x4187255eff77912c638105042e24e616067ada93098bf96499d45c4d4864d6ee,"T20 Ireland Tri-Series, Women: Pakistan vs West Indies",RESIDUAL,,crint-pak3-wst10-2026-05-29,crint-pak3-wst10-2026-05-29,"T20 Ireland Tri-Series, Women: Pakistan vs West Indies"
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x61a0a98d582b0e3bf6945c5b8cd58a31cd5178810be5f92ed6d88f48363df4af,Virtus Bologna vs. Reyer Venezia,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x032cc7bef387c26e80d3cf631679ce45130000000000000000000000000000,Seattle Mariners vs. Los Angeles Dodgers AND Boston Red Sox vs. Athletics AND New York Liberty vs. Las Vegas Aces,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xa3e1a124a8fcb85e220a60e52049d1ebd2afb87fc8034ceaeb6567c8b968239e,Bills vs. Patriots,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x13928ed577d88cb80bc5a70f44796e0606cf2fe30d217a1da6e71488248fe20f,"Will ""Seminar"" be said during the next episode of the All-In Podcast?",RESIDUAL,,will-seminar-be-said-during-the-next-episode-of-the-all-in-podcast,what-will-be-said-on-the-next-all-in-podcast-march-27,What will be said on the next All-In Podcast? (March 27)
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x5b2c3351b23f90d31d3fddda7909c41fc172a746a912bd45848441b217f4278c,Georgia State Panthers vs. Mississippi State Bulldogs (W),RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x074e6a4d2f4a7670610b44eea30abbe4f5fb7012cf8013e35fcbf6604c7aa2fe,Will the price of Solana be between $110 and $120 on November 29?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x4ac94b839194829228d77611a68e10a10fd0928ae36dad021e124c345a53d1c2,Parma: Barbora Krejcikova vs Victoria Jimenez Kasintseva,RESIDUAL,,wta-krejcik-kasints-2026-05-11,wta-krejcik-kasints-2026-05-11,Parma: Barbora Krejcikova vs Victoria Jimenez Kasintseva
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xaa08ecdb1fe389bccbf1e35e6532c8a4ce4a95283352aaf0688a7276f3d8c33e,Will Opendoor dip to $6.50 in November?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xec13b05078add54d57dbd8aa0c174e1813c347aae585666a0a2f4f2db63d72bb,Will gas hit $3.70 (Low) by July 31?,RESIDUAL,,will-gas-hit-3pt70-low-by-july-31-20260630204749452,will-gas-hit-by-end-of-july-20260630204747602,Will gas hit __ by end of July?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x1974dc09c09e9c6a08c7c249927b7a733aa718065f9e4b26b04d9913744aa717,Will C.J. Stroud record the most fantasy points in Week 1?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x54bd336702d537d4d4f199d2c3c03296e288b67acfa806b07836092b4381c58e,Japan Open Tennis Championships: Kaito Uesugi / Seita Watanabe vs Austin Krajicek / Nikola Mektic,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xc055aaca2a068a11befeb995629032c9c4056dfa5efef51bacc4698295d5a3ef,Will the Green Bay Packers win 10 or more regular season games?,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xc01984f83a5fe4dcfddd3ff21bc3aced829bb8cc9931e87009d3cc175975288b,Dream vs Lynx,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x83a86b29b86d6f95c4582430b2409d65f471b1401f7d501c06ad4338ea878715,Liege: Pedro Boscardin Dias vs Daniel Michalski,RESIDUAL,,atp-dias-michals-2026-07-07,atp-dias-michals-2026-07-07,Liege: Pedro Boscardin Dias vs Daniel Michalski
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xc6f1264b06691641be26dd223020055056dc6e2104ac1fbd3f9abe55db18fe0f,US Open: Daniel Altmaier vs Alex de Minaur,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0x9605f450734656b0cbeb8a5fe5fb7a8fd398960102de5334097609be782b3b50,Internazionali BNL d'Italia: Solana Sierra vs Tamara Korpatsch,RESIDUAL,,wta-sierra-korpats-2026-05-06,wta-sierra-korpats-2026-05-06,Internazionali BNL d'Italia: Solana Sierra vs Tamara Korpatsch
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xb384c773b6ec0350dcdee89e8ffdaa23ea28a8f278ae8738b0afa89f88bddebb,"Will Citrea launch a token by June 30, 2027?",RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xf8516088084627a119244b47e7cb499fd685384ef28a0b6782821582c9339be8,Nara Smith confirmed pregnant in 2026?,RESIDUAL,,nara-smith-confirmed-pregnant-in-2026,nara-smith-confirmed-pregnant-in-2026,Nara Smith confirmed pregnant in 2026?
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xbbdb3b66811151c1dd8a4fec638866f420c01fa7eef01418629cc75348e2f97a,CSU Bakersfield vs. UC Riverside,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xbae12c6ce159a686de2ed60b1fafa39350441feb12981bbba523bb630fbce465,USC Upstate Spartans vs. South Carolina State Bulldogs,RESIDUAL,,,,
b,ambiguous-residual (Unknown & prefilter=RESIDUAL & no M9 keyword),0xde95b430c406ca67d519d834864b9a736c8b2fab9608be37a45bb4c1e2cc2b52,Will the 2025-26 College Football Champion come from the Mountain West Conference?,RESIDUAL,,,,
